map,resource,listOfLatLong,tame,listOfLatLong_tame,hiddenBaseLocation,listOfLatLong_base,waterBaseLocation,listOfLatLong_waterBase,caveLocation,listOfLatLong_cave,dropLocation,listOfLatLong_drop,probableEnemyLocation,listOfLatLong_enemy,obeliskLocation,listOfLatLong_obelisk
Aberration,Resource0,[(45,64), (11,36), (58,69), (65,83), (35,38), (25,47), (42,25), (33,33), (59,46), (50,50)],Tame0,[(36,63), (18,26), (27,67), (22,8), (65,70), (56,19), (82,25), (8,9), (11,87), (18,28)],Base0,[(28,78), (61,32), (22,34), (64,45), (85,15), (29,90), (25,28), (87,8), (13,50), (31,47)],Water0,[(63,33), (22,71), (58,4), (65,51), (66,78), (12,28), (2,70), (65,47), (73,38), (55,73)],Cave0,[(59,4), (19,70), (85,54), (88,69), (89,31), (38,42), (68,80), (19,58), (58,54), (45,33)],Drop0,[(31,57), (47,16), (45,30), (25,13), (72,2), (7,28), (38,40), (60,18), (19,59), (78,11)],Enemy0,[(86,1), (79,31), (74,66), (73,51), (70,90), (59,22), (40,71), (72,56), (47,74), (23,1)],Obelisk0,[(31,49), (25,58), (88,21), (32,76), (83,10), (85,24), (32,37), (80,43), (35,77), (1,47)]
Aberration,Resource1,[(34,44), (69,40), (76,89), (17,4), (21,30), (75,79), (57,24), (30,29), (22,63), (16,23)],Tame1,[(20,57), (24,68), (62,47), (26,3), (77,5), (20,60), (36,64), (75,17), (62,77), (53,19)],Base1,[(47,72), (89,49), (90,42), (20,36), (84,79), (46,10), (24,61), (39,87), (67,41), (79,6)],Water1,[(47,37), (50,25), (26,87), (52,23), (3,53), (56,78), (32,18), (50,23), (23,73), (86,23)],Cave1,[(69,43), (64,50), (34,6), (88,72), (29,79), (11,74), (42,38), (21,68), (46,28), (27,54)],Drop1,[(15,28), (60,29), (69,68), (75,51), (73,55), (65,29), (44,63), (11,73), (32,7), (28,66)],Enemy1,[(55,80), (48,61), (12,29), (51,8), (56,67), (40,62), (89,57), (90,3), (2,33), (31,24)],Obelisk1,[(84,16), (9,60), (80,72), (71,13), (28,85), (72,4), (18,11), (73,58), (51,6), (87,45)]
Aberration,Resource2,[(79,72), (25,50), (5,39), (30,30), (68,37), (67,3), (44,15), (24,1), (42,53), (13,74)],Tame2,[(55,58), (80,45), (90,79), (31,66), (73,62), (54,86), (38,64), (79,57), (64,83), (62,35)],Base2,[(13,36), (76,79), (77,51), (42,80), (66,46), (24,29), (89,26), (58,27), (61,74), (69,17)],Water2,[(59,86), (60,57), (46,45), (78,87), (49,32), (53,84), (81,69), (29,14), (57,40), (15,47)],Cave2,[(47,3), (12,84), (74,83), (15,80), (15,28), (2,54), (7,5), (9,26), (19,9), (43,19)],Drop2,[(89,73), (48,47), (65,4), (64,39), (50,40), (90,87), (81,58), (82,73), (4,5), (12,45)],Enemy2,[(40,70), (25,82), (61,37), (44,15), (38,48), (79,20), (1,14), (37,88), (26,2), (59,81)],Obelisk2,[(75,75), (8,25), (43,60), (69,39), (31,32), (38,45), (51,54), (28,34), (71,14), (52,21)]
Aberration,Resource3,[(81,30), (10,89), (19,53), (54,52), (50,89), (83,41), (22,40), (10,23), (35,68), (36,37)],Tame3,[(8,48), (72,36), (53,28), (25,76), (74,12), (19,56), (70,52), (1,39), (19,89), (6,36)],Base3,[(81,20), (43,18), (66,81), (79,53), (3,5), (9,39), (26,48), (2,64), (67,18), (83,51)],Water3,[(59,26), (67,8), (67,58), (70,51), (85,33), (76,19), (71,84), (85,17), (47,10), (64,10)],Cave3,[(64,82), (28,58), (21,75), (74,11), (41,61), (18,73), (58,43), (60,81), (51,71), (21,33)],Drop3,[(73,66), (72,51), (5,10), (70,79), (33,16), (73,35), (64,13), (67,27), (46,19), (34,62)],Enemy3,[(45,32), (42,64), (4,20), (50,67), (43,10), (45,48), (6,30), (79,5), (71,30), (4,15)],Obelisk3,[(23,26), (34,78), (9,80), (73,24), (5,86), (60,73), (11,10), (39,62), (46,54), (46,1)]
Aberration,Resource4,[(36,28), (75,29), (32,47), (3,54), (64,8), (69,13), (19,12), (23,20), (77,13), (9,30)],Tame4,[(7,45), (30,58), (46,86), (49,62), (2,51), (5,38), (17,13), (84,57), (12,15), (47,38)],Base4,[(21,40), (83,20), (4,5), (27,10), (11,22), (66,61), (44,12), (11,76), (74,25), (13,83)],Water4,[(84,73), (61,69), (52,74), (17,26), (75,2), (23,49), (76,85), (72,84), (52,13), (41,51)],Cave4,[(68,30), (83,89), (37,23), (35,71), (65,46), (16,68), (31,40), (59,75), (90,34), (63,62)],Drop4,[(84,57), (52,54), (58,5), (84,71), (50,86), (8,32), (12,29), (64,88), (13,69), (46,2)],Enemy4,[(33,3), (24,56), (82,20), (30,74), (9,13), (57,14), (15,66), (73,90), (33,56), (7,89)],Obelisk4,[(88,34), (78,41), (31,47), (66,77), (81,32), (63,3), (58,47), (17,86), (23,19), (16,30)]
Aberration,Resource5,[(17,42), (88,24), (12,7), (60,31), (49,43), (82,82), (8,76), (11,32), (8,57), (52,7)],Tame5,[(25,32), (53,1), (69,69), (25,26), (43,77), (19,68), (46,36), (37,3), (45,87), (36,32)],Base5,[(58,42), (71,38), (80,2), (34,69), (23,37), (36,61), (83,70), (16,8), (68,27), (4,83)],Water5,[(37,63), (62,3), (42,80), (25,66), (77,64), (14,28), (43,4), (72,42), (47,34), (58,69)],Cave5,[(62,58), (71,69), (48,71), (13,81), (52,57), (33,26), (38,24), (51,22), (74,29), (76,76)],Drop5,[(54,38), (82,13), (47,74), (16,17), (90,70), (60,64), (44,10), (57,3), (30,29), (22,30)],Enemy5,[(54,14), (23,74), (37,63), (1,2), (56,53), (44,32), (32,53), (5,28), (82,11), (2,35)],Obelisk5,[(87,89), (74,54), (77,16), (37,8), (63,22), (83,25), (36,14), (13,33), (15,53), (84,56)]
Aberration,Resource6,[(72,79), (6,90), (52,61), (87,35), (61,32), (39,77), (30,9), (15,82), (87,59), (7,46)],Tame6,[(8,33), (1,63), (85,75), (12,86), (13,38), (44,79), (5,54), (89,44), (42,35), (89,30)],Base6,[(37,76), (83,18), (50,56), (46,45), (22,37), (78,54), (18,2), (30,39), (21,58), (23,71)],Water6,[(60,42), (14,63), (51,47), (7,47), (21,45), (57,69), (22,19), (71,82), (29,20), (72,2)],Cave6,[(49,65), (57,16), (72,88), (25,69), (46,79), (51,34), (46,54), (81,57), (59,87), (4,23)],Drop6,[(69,59), (64,13), (42,30), (43,72), (15,13), (53,69), (12,9), (12,79), (4,62), (46,40)],Enemy6,[(44,34), (16,82), (38,52), (71,88), (69,44), (72,23), (29,16), (68,52), (70,72), (81,17)],Obelisk6,[(65,39), (71,3), (86,5), (74,30), (19,6), (86,80), (62,36), (23,73), (51,58), (80,24)]
Aberration,Resource7,[(63,8), (44,7), (44,44), (87,8), (85,2), (48,54), (53,37), (62,85), (61,7), (49,41)],Tame7,[(4,14), (63,79), (79,55), (49,66), (67,1), (6,86), (47,27), (27,54), (46,46), (65,62)],Base7,[(80,51), (9,11), (39,35), (58,53), (4,64), (51,30), (68,51), (57,78), (47,32), (64,89)],Water7,[(32,31), (69,39), (51,90), (30,13), (37,74), (69,15), (2,72), (87,10), (6,12), (45,38)],Cave7,[(76,45), (43,76), (50,7), (8,4), (55,55), (58,12), (65,35), (80,89), (78,66), (31,76)],Drop7,[(3,32), (39,12), (78,8), (65,72), (19,88), (54,77), (40,77), (12,56), (34,37), (29,14)],Enemy7,[(37,1), (83,60), (85,8), (10,63), (38,53), (47,68), (43,32), (26,70), (28,60), (22,55)],Obelisk7,[(52,83), (25,82), (89,15), (41,66), (63,54), (22,28), (81,32), (85,79), (33,68), (32,6)]
Aberration,Resource8,[(67,5), (58,21), (65,88), (53,86), (80,36), (65,27), (35,6), (17,45), (62,73), (16,25)],Tame8,[(20,37), (67,41), (46,58), (20,76), (44,81), (38,51), (20,8), (61,74), (65,21), (20,15)],Base8,[(29,48), (32,48), (36,10), (54,54), (55,11), (40,21), (66,32), (2,75), (39,35), (22,49)],Water8,[(85,13), (40,33), (84,43), (48,8), (26,7), (44,1), (43,28), (25,84), (64,75), (19,76)],Cave8,[(73,76), (78,61), (82,9), (50,49), (17,31), (72,62), (58,27), (50,4), (70,86), (54,27)],Drop8,[(19,27), (42,73), (14,9), (28,28), (19,48), (22,54), (52,53), (59,89), (64,72), (83,45)],Enemy8,[(13,64), (50,31), (11,5), (19,36), (3,1), (28,69), (60,80), (8,46), (32,55), (18,25)],Obelisk8,[(61,17), (11,69), (46,47), (53,25), (28,21), (32,72), (41,50), (6,43), (52,23), (84,16)]
Aberration,Resource9,[(13,65), (75,50), (52,82), (79,47), (77,11), (10,22), (61,16), (90,24), (85,36), (39,75)],Tame9,[(88,59), (36,89), (30,86), (56,13), (85,35), (37,70), (80,45), (13,65), (89,79), (16,75)],Base9,[(56,45), (31,3), (19,14), (90,63), (68,58), (58,74), (19,11), (69,31), (21,74), (46,57)],Water9,[(74,44), (79,81), (31,89), (34,1), (29,19), (7,51), (63,75), (85,69), (76,55), (51,84)],Cave9,[(18,18), (29,79), (5,59), (11,26), (26,87), (76,14), (61,16), (36,15), (87,41), (49,78)],Drop9,[(52,55), (85,45), (90,87), (52,84), (63,79), (32,76), (17,80), (46,75), (44,87), (38,21)],Enemy9,[(20,39), (46,90), (59,54), (56,29), (75,32), (75,10), (3,39), (1,9), (78,42), (24,58)],Obelisk9,[(24,69), (87,48), (65,87), (16,20), (6,61), (74,32), (14,61), (4,26), (54,8), (70,5)]
